,O/N,1W,2W,1M,3M,6M,9M,1Y,,,
2013/12/16,3.447,4.358,4.389,5.557,5.331,4.6207,4.6553,4.7045,,,
2013/12/17,3.47,4.459,4.552,6.235,5.3537,4.6608,4.6957,4.7335,,,
2013/12/18,3.588,5.902,5.079,6.765,5.385,4.7054,4.7423,4.7634,,,
2013/12/19,3.846,6.472,6.218,7.1012,5.4239,4.7487,4.7816,4.8013,,,
2013/12/20,3.927,7.654,7.003,7.53,5.458,4.7818,4.8135,4.8353,,,
2013/12/23,4.515,8.843,8.246,7.656,5.516,4.8151,4.8422,4.8656,,,
2013/12/24,4.145,6.197,5.761,6.605,5.5174,4.8369,4.8622,4.8856,,,
2013/12/25,4.05,5.616,5.941,6.509,5.522,4.8588,4.8823,4.9034,,,
2013/12/26,4.001,5.329,6.14,6.57,5.538,4.8763,4.8982,4.9203,,,
2013/12/27,3.513,5.067,5.949,6.492,5.5465,4.8942,4.9142,4.9361,,,
2013/12/30,3.205,4.841,5.907,6.122,5.553,4.9068,4.9277,4.9485,,,
2013/12/31,3.148,5.25,5.962,5.913,5.5565,4.9205,4.94,4.9606,,,
2014/1/2,3.131,4.981,5.759,5.91,5.5657,4.9306,4.9501,4.9677,,,
2014/1/3,3.006,4.711,5.524,6.201,5.5661,4.9389,4.9582,4.9757,,,
2014/1/6,2.92,4.633,5.433,6.475,5.5732,4.9476,4.966,4.9824,,,
2014/1/7,2.875,4.259,5.074,5.925,5.576,4.9547,4.9713,4.9869,,,
2014/1/8,2.83,4.126,4.927,5.65,5.5821,4.9585,4.9742,4.9904,,,
2014/1/9,2.794,4.02,4.799,6.314,5.5837,4.964,4.9776,4.9929,,,
2014/1/10,2.766,4.041,4.75,5.675,5.5841,4.9673,4.9818,4.9934,,,
2014/1/13,2.738,4.013,4.636,6.465,5.5849,4.9715,4.984,4.9955,,,
2014/1/14,2.7395,4.0036,4.69,6.4842,5.5865,4.9742,4.9855,4.9977,,,
2014/1/15,2.7513,3.965,4.641,6.742,5.5846,4.9757,4.9896,4.9997,,,
2014/1/16,2.7723,4.256,4.679,6.693,5.5812,4.9788,4.9913,4.9999,,,
2014/1/17,2.817,4.776,4.735,6.964,5.5868,4.9821,4.9918,5.0002,,,
2014/1/20,3.888,6.329,5.538,7.472,5.5893,4.9854,4.993,5.0001,,,
2014/1/21,3.641,5.535,5.562,7.427,5.591,4.9873,4.9936,5.0001,,,
2014/1/22,3.676,5.224,5.56,6.95,5.5924,4.9887,4.9935,5.0001,,,
2014/1/23,3.7,5.293,5.94,6.708,5.5926,4.9904,4.9943,5.0001,,,
2014/1/24,3.7193,4.449,6.765,6.817,5.5946,4.9922,4.995,5.0001,,,
2014/1/26,4.4,4.717,6.35,6.995,5.5962,4.9929,4.9966,5.0001,,,
2014/1/27,4.534,4.689,6.092,6.83,5.5989,4.9933,4.9984,5.0001,,,
2014/1/28,4.8477,4.9657,6.807,7.333,5.5998,4.9931,4.9994,5.0001,,,
2014/1/29,4.8,5.108,7.072,7.192,5.6,4.9938,4.9996,5.0001,,,
2014/1/30,4.435,4.983,5.733,5.441,5.6,4.9941,4.9998,5.0001,,,
2014/2/7,4.27,5.409,5.65,5.4,5.6,4.9939,4.9998,5.0001,,,
2014/2/8,4.25,5.25,5.43,5.811,5.605,4.9936,4.9999,5.0001,,,
2014/2/10,4.3035,5.299,5.422,5.849,5.6031,4.9936,5,5.0001,,,
2014/2/11,4.137,5.201,5.28,5.758,5.6005,4.9936,5,5.0001,,,
2014/2/12,4.075,5.178,5.22,5.65,5.6012,4.9955,5,5.0001,,,
2014/2/13,3.669,5.021,4.911,5.629,5.6037,4.9963,5,5.0007,,,
2014/2/14,3.278,4.436,4.563,5.493,5.6005,4.9966,5,5.0001,,,
2014/2/17,2.951,3.879,4.483,5.365,5.6,4.9984,5,5.0001,,,
2014/2/18,2.68,3.743,4.639,5.2985,5.6,4.9993,5,5.0001,,,
2014/2/19,2.403,3.762,4.678,5.2942,5.6,4.9998,5,5.0001,,,
2014/2/20,1.981,3.703,4.149,5.22,5.596,4.9999,5,5.0001,,,
2014/2/21,1.764,3.595,4,5.176,5.5775,4.9996,5,5.0001,,,
2014/2/24,1.7,3.339,3.97,4.968,5.5665,5,5,5.0001,,,
2014/2/25,1.72,3.278,3.811,4.519,5.5585,5,5,5.0001,,,
2014/2/26,1.75,3.072,3.822,4.4435,5.5415,5,5,5.0001,,,
2014/2/27,1.75,3.43,3.761,4.368,5.536,5,5,5.0001,,,
2014/2/28,1.8458,3.529,3.753,4.316,5.529,5,5,5.0001,,,
2014/3/3,2.085,2.821,3.734,4.262,5.519,5,5,5.0001,,,
2014/3/4,2.083,3.5135,3.8,4.365,5.515,5,5,5.0001,,,
2014/3/5,2.09,3.798,3.8,4.45,5.5105,5,5,5.0001,,,
2014/3/6,2.0547,2.486,3.762,4.64,5.5067,5,5,5.0001,,,
2014/3/7,1.9948,2.403,3.052,4.586,5.504,5,5,5.0001,,,
2014/3/10,1.919,2.358,2.625,4.574,5.502,5,5,5,,,
2014/3/11,1.873,2.258,2.295,4.293,5.5002,5,5,5,,,
2014/3/12,1.9,2.211,2.208,3.872,5.5,5,5,5,,,
2014/3/13,1.96,2.5,2.277,3.83,5.5,5,5,5,,,
2014/3/14,1.8765,2.527,2.608,3.868,5.5,5,5,5,,,
2014/3/17,1.869,2.671,2.7,3.938,5.5,5,5,5,,,
2014/3/18,2.05,2.88,2.88,4.022,5.5,5,5,5,,,
2014/3/19,2.8025,3.422,3.8,4.412,5.5,5,5,5,,,
2014/3/20,3.011,3.474,3.641,4.619,5.5,5,5,5,,,
2014/3/21,2.5,3.6,3.78,4.895,5.5,5,5,5,,,
2014/3/24,2.5,3.578,3.823,5.148,5.5,5,5,5,,,
2014/3/25,2.5,3.6295,4.064,5.125,5.5,5,5,5,,,
2014/3/26,2.52,3.868,4.53,4.835,5.5,5,5,5,,,
2014/3/27,2.658,4.812,5.161,4.938,5.5,5,5,5,,,
2014/3/28,2.75,4.168,5.46,4.769,5.5,5,5,5,,,
2014/3/31,2.8,4.184,5.467,4.617,5.5,5,5,5,,,
2014/4/1,2.866,4.205,4.503,4.6,5.5,5,5,5,,,
2014/4/2,2.95,4.225,4.504,4.6,5.5,5,5,5,,,
2014/4/3,2.95,4.103,4.457,4.6,5.5,5,5,5,,,
2014/4/4,2.763,2.997,4.278,4.597,5.5,5,5,5,,,
2014/4/8,2.713,3.591,4.21,4.437,5.5,5,5,5,,,
2014/4/9,2.74,3.67,4.182,4.401,5.5,5,5,5,,,
2014/4/10,2.74,3.708,3.715,4.375,5.5,5,5,5,,,
2014/4/11,2.75,3.701,3.703,4.209,5.5,5,5,5,,,
2014/4/14,2.639,3.57,3.7,4.165,5.5,5,5,5,,,
2014/4/15,2.449,3.444,3.388,4.102,5.5,5,5,5,,,
2014/4/16,2.298,2.726,3.003,4.085,5.5,5,5,5,,,
2014/4/17,2.181,2.721,2.764,4.06,5.5,5,5,5,,,
2014/4/18,2,2.761,2.782,3.93,5.5,5,5,5,,,
2014/4/21,1.98,2.713,2.994,3.767,5.5,5,5,5,,,
2014/4/22,1.9262,3.029,3.311,3.808,5.5,5,5,5,,,
2014/4/23,1.963,3.08,3.715,3.9511,5.5,5,5,5,,,
2014/4/24,2.303,3.521,4.147,4.32,5.5,5,5,5,,,
2014/4/25,2.31,3.503,4.329,4.286,5.49,5,5,5,,,
2014/4/28,2.406,4.025,4.543,4.6,5.4982,5,5,5,,,
2014/4/29,2.604,4.0738,4.885,4.593,5.5,5,5,5,,,
2014/4/30,2.5,4.134,4.176,4.604,5.495,5,5,5,,,
2014/5/4,2.4,3.683,3.708,4.5,5.482,5,5,5,,,
2014/5/5,2.37,3.14,3.158,4.058,5.4655,5,5,5,,,
2014/5/6,2.37,3.092,3.158,3.941,5.4474,5,5,5,,,
2014/5/7,2.37,3.1125,3.092,3.882,5.4167,5,5,5,,,
2014/5/8,2.23,3.204,3.106,3.79,5.3992,5,5,5,,,
2014/5/9,2.2205,3.194,3.121,3.773,5.3909,5,5,5,,,
2014/5/12,2.2135,3.18,3.198,3.66,5.3764,5,5,5,,,
2014/5/13,2.35,3.181,3.2498,3.617,5.3414,5,5,5,,,
2014/5/14,2.3666,3.236,3.233,3.5675,5.3198,5,5,5,,,
2014/5/15,2.35,3.1355,3.202,3.651,5.2665,5,5,5,,,
2014/5/16,2.37,3.129,3.127,3.69,5.2418,5,5,5.01,,,
2014/5/19,2.396,3.1,3.1318,3.736,5.2142,5,5,5.011,,,
2014/5/20,2.427,3.361,3.579,4.095,5.1772,5,5,5.003,,,
2014/5/21,2.528,3.353,3.925,4.2,5.1215,5,5,5.0026,,,
2014/5/22,2.51,3.419,3.919,4.203,5.0935,5,5,5.0014,,,
2014/5/23,2.53,3.405,3.908,4.0685,5.0675,5,5,5.0013,,,
2014/5/26,2.5025,3.195,3.822,4.1,5.0413,5,5,5.0012,,,
2014/5/27,2.541,3.247,3.39,4,5.0197,5,5,5.0002,,,
2014/5/28,2.51,3.2,3.33,3.94,4.9768,5,5,5.0001,,,
2014/5/29,2.51,3.215,3.349,3.877,4.9418,4.999,5,5.0001,,,
2014/5/30,2.57,3.23,3.324,3.861,4.925,4.9998,5,5,,,
2014/6/3,2.521,3.18,3.38,3.716,4.883,4.9958,4.998,5,,,
2014/6/4,2.561,3.152,3.334,3.931,4.855,4.9868,4.9967,5,,,
2014/6/5,2.576,3.07,3.448,3.878,4.8393,4.9733,4.9967,5,,,
2014/6/6,2.5808,3.15,3.442,3.984,4.8259,4.9609,4.9959,5,,,
2014/6/9,2.58,3.13,3.158,4.161,4.8181,4.9603,4.9938,5,,,
2014/6/10,2.57,3.13,3.132,4.159,4.8095,4.9615,4.9946,5,,,
2014/6/11,2.592,3.15,3.223,4.381,4.7941,4.9606,4.9926,5,,,
2014/6/12,2.597,3.154,3.25,4.719,4.7862,4.9601,4.9925,5,,,
2014/6/13,2.6,3.04,3.259,4.814,4.7794,4.96,4.9935,5,,,
2014/6/16,2.6,3.006,3.237,5.058,4.7777,4.951,4.9889,5,,,
2014/6/17,2.6,3.031,3.568,4.941,4.7825,4.9347,4.9867,5,,,
2014/6/18,2.639,3.074,4.511,4.972,4.7767,4.9277,4.9842,5,,,
2014/6/19,2.698,3.093,4.03,5.233,4.7692,4.9216,4.9805,5,,,
2014/6/20,2.759,3.402,4.578,5.435,4.7751,4.9139,4.9796,5,,,
2014/6/23,2.755,3.448,4.603,5.526,4.7761,4.9136,4.9777,5,,,
2014/6/24,2.971,3.483,4.697,5.638,4.7679,4.9081,4.9747,5,,,
2014/6/25,2.995,3.464,5.06,5.492,4.7582,4.9059,4.9722,5,,,
2014/6/26,2.974,3.552,5.147,5.035,4.7478,4.9033,4.9677,5,,,
2014/6/27,2.885,3.781,5.184,5.012,4.7482,4.901,4.9664,5,,,
2014/6/30,2.913,3.867,5.394,5.004,4.7499,4.9007,4.9658,5,,,
2014/7/1,3.017,4.421,4.711,5.001,4.7499,4.9004,4.9654,5,,,
2014/7/2,3.02,3.927,4.089,4.891,4.75,4.9001,4.9672,5,,,
2014/7/3,2.96,3.393,3.5,4.132,4.75,4.9001,4.9654,5,,,
2014/7/4,2.94,3.42,3.5,4.063,4.75,4.9,4.9652,5,,,
2014/7/7,2.952,3.421,3.446,4.047,4.7495,4.9,4.9641,5,,,
2014/7/8,3.253,3.52,3.782,4.046,4.75,4.9,4.9607,5,,,
2014/7/9,3.351,3.736,4.023,4.1,4.749,4.9,4.9628,5,,,
2014/7/10,3.3,3.711,4.069,4.1545,4.7438,4.9,4.9608,5,,,
2014/7/11,3.285,3.723,4.153,4.163,4.7423,4.9,4.9616,5,,,
2014/7/14,3.255,3.7035,4.299,4.313,4.7461,4.9001,4.9618,5,,,
2014/7/15,3.218,3.646,4.18,4.417,4.7485,4.9001,4.9618,5,,,
2014/7/16,3.2472,3.65,4.391,4.492,4.7487,4.9,4.9608,5,,,
2014/7/17,3.2465,3.641,4.4,4.588,4.7448,4.9,4.9616,5,,,
2014/7/18,3.245,3.651,4.988,4.73,4.7467,4.9,4.9616,5,,,
2014/7/21,3.318,3.694,4.991,5.03,4.7467,4.9,4.9607,5,,,
2014/7/22,3.253,3.848,5.159,5.115,4.7465,4.9,4.9605,5,,,
2014/7/23,3.295,4.202,5.15,5.271,4.7525,4.9,4.9604,5,,,
2014/7/24,3.313,4.101,5.273,5.278,4.7465,4.9,4.9604,5,,,
2014/7/25,3.348,4.081,4.821,4.95,4.7465,4.9,4.9603,5,,,
2014/7/28,3.304,4.013,4.628,4.398,4.7465,4.9,4.9602,5,,,
2014/7/29,3.2503,3.907,4.6,4.141,4.739,4.9,4.9601,5,,,
2014/7/30,3.2502,3.914,4.525,4.144,4.7316,4.9,4.959,5,,,
2014/7/31,3.204,3.98,3.979,4.2,4.7215,4.9,4.9588,5,,,
2014/8/1,3.196,3.907,4.047,4.21,4.7149,4.9,4.9558,5,,,
2014/8/4,3.182,3.842,4.086,4.105,4.7081,4.9,4.9551,5,,,
2014/8/5,3.145,3.738,3.998,4.056,4.7049,4.899,4.9543,5,,,
2014/8/6,3.051,3.559,3.9799,4.104,4.6982,4.8949,4.9505,5,,,
2014/8/7,3.04,3.511,3.977,4.161,4.6941,4.8901,4.9491,5,,,
2014/8/8,3.001,3.457,3.693,4.101,4.6921,4.8912,4.9465,5,,,
2014/8/11,2.955,3.42,3.616,4.166,4.6916,4.8914,4.9467,5,,,
2014/8/12,2.916,3.39,3.586,4.154,4.6905,4.8904,4.9457,5,,,
2014/8/13,2.892,3.36,3.579,4.22,4.6882,4.8871,4.9442,5,,,
2014/8/14,2.888,3.353,3.598,4.233,4.6834,4.8851,4.9391,5,,,
2014/8/15,2.889,3.346,3.509,4.174,4.6811,4.8844,4.9387,5,,,
2014/8/18,2.858,3.276,3.51,4.31,4.6805,4.881,4.9382,5,,,
2014/8/19,2.835,3.237,3.477,4.363,4.6791,4.8801,4.9382,5,,,
2014/8/20,2.833,3.246,3.462,4.286,4.6804,4.88,4.939,5,,,
2014/8/21,2.848,3.312,3.98,4.238,4.6786,4.88,4.94,5,,,
2014/8/22,2.843,3.369,3.942,4.2039,4.6764,4.88,4.9398,5,,,
2014/8/25,2.841,3.363,3.886,4.199,4.6758,4.88,4.9394,5,,,
2014/8/26,2.823,3.318,3.876,4.2,4.6695,4.873,4.9363,5,,,
2014/8/27,2.861,3.349,3.9828,4.178,4.668,4.8729,4.9365,5,,,
2014/8/28,2.876,3.538,4.05,4.133,4.6689,4.8727,4.9373,5,,,
2014/8/29,2.908,3.672,4.199,4.114,4.6659,4.8726,4.9364,5,,,
2014/9/1,2.906,3.584,4.117,4.057,4.6665,4.8716,4.9373,5,,,
2014/9/2,2.847,3.51,3.981,4.096,4.6654,4.8714,4.9364,5,,,
2014/9/3,2.824,3.391,3.765,4.033,4.6652,4.8608,4.9323,5,,,
2014/9/4,2.815,3.275,3.615,3.97,4.6632,4.864,4.9339,5,,,
2014/9/5,2.807,3.188,3.497,3.965,4.6539,4.8631,4.9328,5,,,
2014/9/9,2.816,3.152,3.407,3.93,4.6522,4.8638,4.9326,5,,,
2014/9/10,2.839,3.161,3.414,3.892,4.6495,4.8564,4.9305,5,,,
2014/9/11,2.859,3.203,3.404,3.906,4.642,4.8578,4.9318,5,,,
2014/9/12,2.853,3.235,3.442,3.992,4.6421,4.8548,4.9304,5,,,
2014/9/15,2.851,3.244,3.446,4.008,4.6393,4.8525,4.9301,5,,,
2014/9/16,2.853,3.25,3.495,4.014,4.6349,4.8533,4.9301,5,,,
2014/9/17,2.847,3.287,3.519,4.06,4.6296,4.8533,4.93,5,,,
2014/9/18,2.841,3.3,3.518,4.18,4.6206,4.8463,4.926,4.999,,,
2014/9/19,2.84,3.3,3.553,4.31,4.607,4.842,4.9228,4.9975,,,
2014/9/22,2.797,3.198,3.438,4.277,4.5986,4.8324,4.9165,4.9965,,,
2014/9/23,2.716,3.111,3.289,4.098,4.587,4.8225,4.9098,4.9925,,,
2014/9/24,2.691,3.142,3.221,4,4.5741,4.8184,4.9055,4.9915,,,
2014/9/25,2.677,3.255,3.424,3.998,4.562,4.8074,4.9019,4.9915,,,
2014/9/26,2.678,3.301,3.444,4.012,4.5565,4.8015,4.9,4.9905,,,
2014/9/28,2.658,3.073,3.214,4.057,4.5528,4.8,4.9,4.9915,,,
2014/9/29,2.543,2.905,3.132,4.006,4.55,4.8,4.9,4.9905,,,
2014/9/30,2.5325,2.874,3.271,3.998,4.5445,4.8,4.9,4.9905,,,
2014/10/8,2.54,2.903,3.287,3.9905,4.544,4.8,4.9,4.9893,,,
2014/10/9,2.5623,2.986,3.325,3.984,4.5394,4.8,4.9,4.9878,,,
2014/10/10,2.5665,2.99,3.2688,3.93,4.535,4.8,4.9,4.985,,,
2014/10/11,2.544,2.999,3.28,3.909,4.5364,4.8,4.9,4.9837,,,
2014/10/13,2.536,3.004,3.279,3.881,4.5352,4.8,4.9,4.9825,,,
2014/10/14,2.538,3.005,3.286,3.872,4.5346,4.8,4.9,4.9811,,,
2014/10/15,2.498,2.98,3.231,3.8648,4.5255,4.7975,4.9,4.9783,,,
2014/10/16,2.474,2.969,3.21,3.842,4.5208,4.7946,4.8993,4.9745,,,
2014/10/17,2.461,2.95,3.215,3.833,4.5148,4.792,4.8971,4.9707,,,
2014/10/20,2.428,2.936,3.234,3.809,4.5052,4.7905,4.8957,4.9679,,,
2014/10/21,2.415,2.921,3.265,3.858,4.4978,4.7851,4.8941,4.9633,,,
2014/10/22,2.419,2.932,3.296,3.877,4.491,4.7868,4.8907,4.9602,,,
2014/10/23,2.423,2.945,3.341,3.8789,4.4825,4.7851,4.8886,4.9588,,,
2014/10/24,2.4452,3.025,3.451,3.846,4.4685,4.7835,4.8856,4.9557,,,
2014/10/27,2.4822,3.0522,3.6767,3.8322,4.466,4.78,4.8826,4.9517,,,
2014/10/28,2.491,3.059,3.725,3.902,4.4502,4.7788,4.8807,4.9502,,,
2014/10/29,2.518,3.14,3.72,3.932,4.4503,4.775,4.8803,4.95,,,
2014/10/30,2.554,3.1915,3.764,3.993,4.4495,4.7739,4.8799,4.9501,,,
2014/10/31,2.559,3.2,3.756,3.991,4.4472,4.77,4.8775,4.95,,,
2014/11/3,2.548,3.186,3.739,3.915,4.4407,4.7678,4.8752,4.95,,,
2014/11/4,2.542,3.198,3.677,3.897,4.4358,4.7619,4.872,4.95,,,
2014/11/5,2.542,3.171,3.686,3.883,4.4234,4.76,4.87,4.95,,,
2014/11/6,2.558,3.118,3.673,3.897,4.403,4.7555,4.8685,4.9498,,,
2014/11/7,2.569,3.101,3.667,3.895,4.3813,4.7471,4.8643,4.9483,,,
2014/11/10,2.539,3.099,3.648,3.917,4.3659,4.7344,4.8558,4.9459,,,
2014/11/11,2.493,3.074,3.531,3.9008,4.351,4.724,4.8453,4.9373,,,
2014/11/12,2.483,3.0693,3.438,3.856,4.288,4.608,4.79,4.908,,,
2014/11/13,2.473,3.073,3.404,3.868,4.25,4.533,4.7502,4.891,,,
2014/11/14,2.486,3.078,3.394,3.893,4.233,4.489,4.725,4.88,,,
2014/11/17,2.509,3.079,3.468,3.888,4.209,4.452,4.697,4.8712,,,
2014/11/18,2.503,3.07,3.491,3.877,4.193,4.43,4.6768,4.8632,,,
2014/11/19,2.504,3.074,3.518,3.93,4.1802,4.418,4.6659,4.8565,,,
2014/11/20,2.539,3.117,3.562,4.051,4.1771,4.4097,4.6555,4.8526,,,
2014/11/21,2.586,3.218,3.623,4.064,4.1758,4.406,4.6527,4.8513,,,
2014/11/24,2.554,3.223,3.535,4.019,4.145,4.3803,4.6072,4.8051,,,
2014/11/25,2.559,3.276,3.569,4.112,4.1562,4.371,4.5765,4.756,,,
2014/11/26,2.573,3.274,3.577,4.101,4.163,4.3628,4.5523,4.7341,,,
2014/11/27,2.584,3.29,3.603,4.148,4.1695,4.3522,4.537,4.7144,,,
2014/11/28,2.608,3.322,3.638,4.114,4.1695,4.3471,4.5235,4.6994,,,
2014/12/1,2.646,3.354,3.637,4.178,4.1751,4.3489,4.5133,4.6881,,,
2014/12/2,2.643,3.389,3.811,4.195,4.183,4.3489,4.5033,4.6758,,,
2014/12/3,2.634,3.413,3.904,4.197,4.193,4.3478,4.4953,4.6666,,,
2014/12/4,2.632,3.402,3.951,4.1989,4.1952,4.3467,4.492,4.6586,,,
2014/12/5,2.628,3.39,3.958,4.218,4.2177,4.346,4.4885,4.6487,,,
2014/12/8,2.641,3.42,3.948,4.231,4.229,4.3472,4.483,4.6418,,,
2014/12/9,2.64,3.43,3.951,4.295,4.236,4.35,4.4796,4.6421,,,
2014/12/10,2.643,3.456,3.956,4.372,4.248,4.3541,4.477,4.6443,,,
2014/12/11,2.646,3.506,4.117,4.468,4.316,4.3609,4.4809,4.6448,,,
2014/12/12,2.651,3.587,4.202,4.573,4.3313,4.3666,4.4836,4.6491,,,
2014/12/15,2.654,3.605,4.219,4.6895,4.42,4.3758,4.4924,4.65,,,
2014/12/16,2.668,3.636,4.26,4.92,4.5652,4.4149,4.502,4.6552,,,
2014/12/17,2.766,3.692,4.418,5.277,4.7355,4.4669,4.5155,4.6649,,,
2014/12/18,3.13,4.025,4.939,5.447,4.876,4.506,4.5315,4.6726,,,
2014/12/19,3.606,5.367,5.32,5.6855,5.001,4.5762,4.5591,4.6823,,,
2014/12/22,3.702,5.782,6.048,5.984,5.1066,4.6486,4.5755,4.6873,,,
2014/12/23,3.667,5.653,6.027,6.13,5.1615,4.6885,4.5819,4.6993,,,
2014/12/24,3.606,5.185,5.632,6.088,5.166,4.7233,4.5928,4.7045,,,
2014/12/25,3.549,5.005,5.576,6.029,5.155,4.7455,4.604,4.7059,,,
2014/12/26,3.486,4.815,5.429,5.957,5.1485,4.7538,4.6092,4.7088,,,
2014/12/29,3.415,4.714,5.385,5.654,5.1385,4.7508,4.61,4.7109,,,
2014/12/30,3.38,4.639,5.376,5.53,5.1398,4.745,4.6151,4.7182,,,
2014/12/31,3.528,4.639,5.579,5.588,5.1351,4.7442,4.62,4.7304,,,
2015/1/4,3.64,4.883,5.794,5.629,5.138,4.7537,4.6246,4.7385,,,
2015/1/5,3.421,4.725,5.665,5.364,5.125,4.7478,4.6276,4.7429,,,
2015/1/6,3.032,4.241,4.965,5.102,5.077,4.7482,4.641,4.7455,,,
2015/1/7,2.881,3.873,4.732,4.953,5.019,4.7501,4.6457,4.7476,,,
2015/1/8,2.83,3.745,4.659,4.803,4.963,4.748,4.6487,4.7488,,,
2015/1/9,2.805,3.738,4.698,4.781,4.925,4.747,4.651,4.749,,,
2015/1/12,2.753,3.762,4.721,4.782,4.9061,4.7479,4.6582,4.75,,,
2015/1/13,2.667,3.73,4.692,4.787,4.9055,4.7539,4.6609,4.75,,,
2015/1/14,2.636,3.837,4.789,4.799,4.898,4.7509,4.6632,4.75,,,
2015/1/15,2.631,3.843,4.78,4.797,4.894,4.7543,4.6705,4.7521,,,
2015/1/16,2.633,3.848,4.756,4.793,4.889,4.7612,4.6795,4.7521,,,
2015/1/19,2.66,3.831,4.726,4.79,4.894,4.7655,4.685,4.7555,,,
2015/1/20,2.707,3.782,4.718,4.8465,4.897,4.7707,4.7028,4.7635,,,
2015/1/21,2.788,3.823,5.03,4.943,4.9,4.7757,4.7085,4.768,,,
2015/1/22,2.771,3.875,5.049,4.989,4.9,4.773,4.7122,4.772,,,
2015/1/23,2.728,4.028,5.033,5.028,4.901,4.7745,4.7173,4.7738,,,
2015/1/26,2.688,3.92,4.949,4.984,4.8935,4.7741,4.7277,4.7748,,,
2015/1/27,2.674,3.89,4.849,4.9658,4.897,4.7771,4.7427,4.7758,,,
2015/1/28,2.69,3.898,4.85,4.9732,4.9005,4.7829,4.7527,4.7788,,,
2015/1/29,2.765,3.929,4.868,4.9885,4.907,4.7878,4.7577,4.779,,,
2015/1/30,2.813,4.026,4.896,5.01,4.914,4.792,4.764,4.783,,,
2015/2/2,2.889,4.257,4.909,5.048,4.9164,4.796,4.7652,4.7848,,,
2015/2/3,2.9544,4.3933,4.9189,5.0667,4.9167,4.7989,4.7678,4.7856,,,
2015/2/4,2.973,4.427,4.932,5.078,4.928,4.799,4.7698,4.7886,,,
2015/2/5,2.866,4.412,4.86,5.0502,4.916,4.788,4.757,4.783,,,
2015/2/6,2.856,4.359,4.831,5.043,4.908,4.7841,4.755,4.7793,,,
2015/2/9,2.812,4.335,4.807,5.025,4.904,4.7796,4.7538,4.779,,,
2015/2/10,2.852,4.321,4.761,5.031,4.899,4.7791,4.7494,4.779,,,
2015/2/11,2.932,4.42,4.791,5.044,4.9,4.7765,4.7482,4.78,,,
2015/2/12,3.058,4.602,4.784,5.055,4.901,4.778,4.7491,4.7834,,,
2015/2/13,3.091,4.663,4.775,5.064,4.9,4.7803,4.7512,4.7855,,,
2015/2/15,3.175,4.72,4.786,5.067,4.9,4.7803,4.7513,4.7876,,,
2015/2/16,3.182,4.7,4.781,5.077,4.9,4.7821,4.7512,4.7888,,,
2015/2/17,3.4,4.749,4.859,5.076,4.9,4.7853,4.7512,4.7868,,,
2015/2/25,3.328,4.768,4.814,5.08,4.9,4.7856,4.7512,4.7886,,,
2015/2/26,3.298,4.717,4.816,5.0828,4.9,4.7846,4.7512,4.7878,,,
2015/2/27,3.318,4.715,4.873,5.0832,4.9,4.7846,4.7512,4.7888,,,
2015/2/28,3.441,4.772,4.896,5.0833,4.9,4.7825,4.7512,4.7879,,,
2015/3/2,3.453,4.748,4.862,5.069,4.898,4.7795,4.7502,4.7829,,,
2015/3/3,3.45,4.747,4.878,5.067,4.8979,4.7801,4.7491,4.7805,,,
2015/3/4,3.446,4.717,4.868,5.066,4.8959,4.7791,4.751,4.7812,,,
2015/3/5,3.433,4.729,4.861,5.064,4.896,4.78,4.7531,4.7802,,,
2015/3/6,3.416,4.739,4.8685,5.06,4.8978,4.7791,4.7535,4.7821,,,
2015/3/9,3.381,4.773,4.871,5.058,4.8979,4.7781,4.7515,4.7803,,,
2015/3/10,3.35,4.763,4.836,5.055,4.8988,4.7789,4.7483,4.7801,,,
2015/3/11,3.347,4.773,4.814,5.0518,4.9,4.7799,4.749,4.7801,,,
2015/3/12,3.4644,4.7511,4.7989,5.0511,4.9,4.78,4.75,4.7801,,,
2015/3/13,3.436,4.738,4.773,5.052,4.9,4.7801,4.75,4.78,,,
2015/3/16,3.403,4.708,4.753,5.045,4.905,4.7811,4.752,4.7801,,,
2015/3/17,3.376,4.62,4.692,5.04,4.905,4.7812,4.7525,4.7801,,,
2015/3/18,3.369,4.602,4.666,5.035,4.906,4.7802,4.75,4.7801,,,
2015/3/19,3.332,4.496,4.607,5.034,4.904,4.7812,4.7505,4.7801,,,
2015/3/20,3.294,4.331,4.495,5.031,4.902,4.7802,4.7505,4.78,,,
2015/3/23,3.217,4.143,4.362,5.029,4.899,4.78,4.75,4.78,,,
2015/3/24,3.218,4.033,4.329,5.02,4.898,4.779,4.749,4.78,,,
2015/3/25,3.21,3.955,4.294,5.018,4.8975,4.7796,4.7507,4.7801,,,
2015/3/26,3.216,3.897,4.268,5.016,4.8975,4.7795,4.7495,4.78,,,
2015/3/27,3.206,3.893,4.284,5.016,4.8975,4.7796,4.7495,4.78,,,
2015/3/30,3.203,3.919,4.332,5.013,4.8975,4.7795,4.7495,4.78,,,
2015/3/31,3.183,3.886,4.314,5.009,4.8975,4.7795,4.7495,4.78,,,
2015/4/1,3.087,3.754,4.249,4.998,4.8975,4.7795,4.7495,4.78,,,
2015/4/2,2.995,3.635,4.106,4.991,4.8975,4.7785,4.7495,4.78,,,
2015/4/3,2.887,3.506,3.97,4.923,4.888,4.7794,4.7495,4.78,,,
2015/4/7,2.766,3.319,3.833,4.845,4.8585,4.7784,4.7485,4.78,,,
